token,token_lower,tb_key,status,match_type
Allumeuse,allumeuse,,removed_known_word,dictionary_form
Alma,alma,,removed_known_word,dictionary_form
Almanax,almanax,"achievement.category.26.name, object.type.156.name, quest.category.31.name | hint.3218.name | quest.953.name",kept_neologism,
Almaton,almaton,object.13330.name,kept_neologism,
Alnie,alnie,npc.2429.name,kept_neologism,
Alofe,alofe,object.4758.name | object.5727.name,kept_neologism,
Alognef,alognef,object.3468.name,kept_neologism,
Aloin,aloin,npc.1591.name,kept_neologism,
Alomihe,alomihe,object.5121.name,kept_neologism,
Alors,alors,,removed_known_word,dictionary_form
Aloua,aloua,taxcollector.firstname.56.value,kept_neologism,
Alpha,alpha,,removed_known_word,dictionary_form
Alpiniste,alpiniste,,removed_known_word,dictionary_form
Alrok,alrok,npc.215.name,kept_neologism,
Alter,alter,,removed_known_word,dictionary_form
Alternance,alternance,,removed_known_word,dictionary_form
Altruisme,altruisme,,removed_known_word,dictionary_form
Altruiste,altruiste,,removed_known_word,dictionary_form
Altération,altération,,removed_known_word,dictionary_form
Alucard,alucard,npc.2090.name | quest.1375.name,kept_neologism,
Alumin,alumin,object.3821.name,kept_neologism,
Aluminite,aluminite,object.747.name,kept_neologism,
Alunavim,alunavim,object.3244.name,kept_neologism,
Aluneok,aluneok,object.4050.name,kept_neologism,
Alvélole,alvélole,spell.2512.name,kept_neologism,
Alvéole,alvéole,,removed_known_word,dictionary_form
Alygac,alygac,object.5332.name,kept_neologism,
Alyssum,alyssum,object.12274.name,kept_neologism,
Aléamouth,aléamouth,spell.2355.name,kept_neologism,
Aléatoile,aléatoile,spell.4379.name,kept_neologism,
Aléatoire,aléatoire,,removed_known_word,dictionary_form
Aléïcar,aléïcar,npc.87.name | object.818.name,kept_neologism,
Amadouer,amadouer,,removed_known_word,dictionary_form
Amafevu,amafevu,object.6204.name,kept_neologism,
Amafobug,amafobug,object.5508.name,kept_neologism,
Amahimi,amahimi,object.5363.name,kept_neologism,
Amaire,amaire,npc.2356.name,kept_neologism,
Amakna,amakna,"achievement.242.name | achievement.250.name | achievement.266.name | achievement.category.17.name | achievement.category.57.name | achievement.objective.2319.name, achievement.343.name, achievement.objective.3973.name | achievement.objective.2328.name | achievement.objective.2349.name, world.subarea.180.name | achievement.objective.2355.name, world.subarea.181.name | achievement.objective.4075.name | achievement.objective.4269.name, achievement.1381.name, npc.4407.name | document.378.title | document.504.author | dungeon.171.name | dungeon.173.name | dungeon.175.name | hint.2939.name | hint.3132.name | hint.3332.name | house.model.283.name | house.model.284.name, house.model.285.name, house.model.286.name, house.model.287.name | house.model.288.name, house.model.289.name | house.model.292.name | house.model.293.name, house.model.291.name | house.model.297.name, house.model.296.name | house.model.305.name, house.model.306.name, house.model.303.name, house.model.304.name | house.model.310.name, house.model.307.name, house.model.308.name, house.model.309.name | house.model.313.name, house.model.311.name, house.model.312.name | house.model.316.name | house.model.9436.name | map.name.102760961.name, map.name.27525120.name | map.name.102760963.name | map.name.102761987.name | map.name.102763009.name, map.name.27525122.name | map.name.102764033.name | map.name.129499142.name, map.name.129631240.name | map.name.129633286.name, map.name.129632262.name, map.name.129631238.name | map.name.27525124.name | map.name.27526148.name | map.name.27528192.name, map.name.102761985.name | map.name.27528194.name | map.name.3933696.name, map.name.99094023.name | map.name.95685125.name, map.name.43518982.name | npc.2143.name, npc.2167.name, object.20215.name | npc.4711.name | object.12351.name | object.12528.name | object.12529.name | object.13271.name | object.13272.name | object.13515.name | object.16189.name | object.17422.name | object.19528.name | object.20667.name | object.20669.name | object.20671.name | object.20673.name | object.20699.name | object.351.name | object.468.name | object.type.146.name | quest.1424.name | quest.category.15.name, achievement.category.49.name, object.type.138.name, hint.3547.name | quest.category.8.name | skill.action.308.name, skill.213.name | spelltype.149.title | title.71.male, title.71.female | title.72.female, title.72.male | title.96.female, title.96.male | title.97.female | title.97.male | world.area.0.name, achievement.category.32.name | world.subarea.278.name | world.subarea.339.name, dungeon.44.name, hint.2973.name, achievement.objective.2576.name, achievement.47.name | world.subarea.4.name | world.subarea.864.name, hint.3545.name, map.name.155975680.name",kept_neologism,
Amaknien,amaknien,world.superarea.0.name,kept_neologism,
Amalia,amalia,"achievement.1373.name, achievement.objective.4377.name, achievement.objective.4261.name, npc.4323.name | achievement.objective.4059.name | object.20207.name",kept_neologism,
Amande,amande,,removed_known_word,dictionary_form
Amanie,amanie,npc.3446.name,kept_neologism,
Amanite,amanite,,removed_known_word,dictionary_form
Amant,amant,,removed_known_word,dictionary_form
Amants,amants,,removed_known_word,dictionary_form
Amarh,amarh,npc.211.name,kept_neologism,
Amarrage,amarrage,,removed_known_word,dictionary_form
Amas,amas,,removed_known_word,dictionary_form
Amasseur,amasseur,,removed_known_word,dictionary_form
Amasseuse,amasseuse,,removed_known_word,dictionary_form
Amateur,amateur,,removed_known_word,dictionary_form
Amateurs,amateurs,,removed_known_word,dictionary_form
Amauk,amauk,object.2746.name,kept_neologism,
Amayiro,amayiro,"npc.4148.name, npc.180.name | object.9074.name | object.9076.name | object.9099.name | quest.60.name | quest.73.name | quest.81.name",kept_neologism,
Ambassadeur,ambassadeur,,removed_known_word,dictionary_form
Ambassadrice,ambassadrice,,removed_known_word,dictionary_form
Ambidextrie,ambidextrie,,removed_known_word,dictionary_form
Ambition,ambition,,removed_known_word,dictionary_form
Amboat,amboat,monster.2532.name,kept_neologism,
Ambramulette,ambramulette,object.1661.name | object.1662.name,kept_neologism,
Ambre,ambre,,removed_known_word,dictionary_form
Ambrume,ambrume,npc.2680.name,kept_neologism,
Ame,ame,object.9720.name,kept_neologism,
Amehatos,amehatos,object.6374.name,kept_neologism,
Amelate,amelate,object.5119.name,kept_neologism,
Amende,amende,,removed_known_word,dictionary_form
Amer,amer,,removed_known_word,dictionary_form
Amertume,amertume,,removed_known_word,dictionary_form
Ames,ames,alignment.rank.31.name,kept_neologism,
Ameur,ameur,monster.2391.name,kept_neologism,
Amhur,amhur,object.3806.name,kept_neologism,
Ami,ami,,removed_known_word,dictionary_form
Amicale,amicale,,removed_known_word,dictionary_form
Amiche,amiche,"achievement.objective.4243.name | achievement.objective.4353.name, achievement.objective.4449.name, npc.4405.name, achievement.1465.name | object.20223.name",kept_neologism,
Amie,amie,,removed_known_word,dictionary_form
Amig-os,amig-os,spell.1720.name,kept_neologism,
Amikibo,amikibo,object.2728.name,kept_neologism,
Amimiru,amimiru,object.3916.name,kept_neologism,
Amine,amine,,removed_known_word,dictionary_form
Amirniana,amirniana,npc.1818.name | quest.1120.name,kept_neologism,
Amis,amis,,removed_known_word,dictionary_form
Amitié,amitié,,removed_known_word,dictionary_form
Amlub,amlub,monster.385.name,kept_neologism,
Amoor,amoor,object.4027.name,kept_neologism,
Amorce,amorce,,removed_known_word,dictionary_form
Amorepeu,amorepeu,object.5381.name,kept_neologism,
Amorphe,amorphe,,removed_known_word,dictionary_form
Amoual,amoual,taxcollector.firstname.124.value,kept_neologism,
Amour,amour,,removed_known_word,dictionary_form
Amoureuse,amoureuse,,removed_known_word,dictionary_form
Amoureux,amoureux,,removed_known_word,dictionary_form
Amourlette,amourlette,object.12237.name | object.12238.name,kept_neologism,
Amphaemelo,amphaemelo,object.4779.name,kept_neologism,
Amphafa,amphafa,object.5909.name,kept_neologism,
Amphafovel,amphafovel,object.5952.name,kept_neologism,
Amphamase,amphamase,object.3397.name,kept_neologism,
Amphawou,amphawou,object.6067.name,kept_neologism,
Amphelal,amphelal,object.5815.name,kept_neologism,
Amphemem,amphemem,object.4816.name,kept_neologism,
Amphemij,amphemij,object.6306.name,kept_neologism,
Amphermite,amphermite,object.18825.name,kept_neologism,
Amphibio,amphibio,object.5402.name,kept_neologism,
Amphibrute,amphibrute,"monster.4398.name, achievement.1537.name, npc.4160.name, spelltype.584.title, companion.3.name, object.19682.name | quest.4770.name, achievement.objective.4585.name",kept_neologism,
Amphibulle,amphibulle,"npc.4673.name, object.19847.name",kept_neologism,
Amphibullette,amphibullette,"npc.4675.name, object.20691.name",kept_neologism,
Amphitrident,amphitrident,object.18819.name | object.18821.name | object.18823.name,kept_neologism,
Amphobie,amphobie,object.5434.name,kept_neologism,
Ampholojae,ampholojae,object.5059.name,kept_neologism,
Amphoplo,amphoplo,object.4971.name,kept_neologism,
Amphoub,amphoub,object.5323.name,kept_neologism,
Amphowy,amphowy,object.4705.name,kept_neologism,
Amphubevap,amphubevap,object.5791.name,kept_neologism,
Amphuwuco,amphuwuco,object.5611.name,kept_neologism,
Amphyuwo,amphyuwo,object.3623.name,kept_neologism,
Amplification,amplification,,removed_known_word,dictionary_form
Amputation,amputation,,removed_known_word,dictionary_form
Amrothiline,amrothiline,object.6518.name,kept_neologism,
Amublop,amublop,object.9149.name | object.9150.name | object.9151.name | object.9152.name | object.9153.name | object.9154.name | object.9155.name | object.9156.name | object.9157.name,kept_neologism,
Amufafah,amufafah,object.8880.name,kept_neologism,
Amukwak,amukwak,object.2424.name | object.6731.name | object.6746.name | object.6747.name,kept_neologism,
Amulette,amulette,,removed_known_word,dictionary_form
Amulettong,amulettong,object.12754.name,kept_neologism,
Amulophrène,amulophrène,object.19793.name,kept_neologism,
Amuloumulette,amuloumulette,object.8129.name,kept_neologism,
Amunite,amunite,object.9463.name,kept_neologism,
Amupapier,amupapier,object.11374.name | object.11434.name,kept_neologism,
Amuronce,amuronce,object.15623.name,kept_neologism,
Amusonnier,amusonnier,object.11395.name | object.11446.name,kept_neologism,
Amuspu,amuspu,object.2973.name,kept_neologism,
Amy,amy,,removed_known_word,dictionary_form
Amygale,amygale,"spell.9327.name, spell.7468.name",kept_neologism,
Amygdale,amygdale,,removed_known_word,dictionary_form
Amygdales,amygdales,,removed_known_word,dictionary_form
Amère,amère,,removed_known_word,dictionary_form
Amélia,amélia,,removed_known_word,dictionary_form
Amélie,amélie,,removed_known_word,dictionary_form
Amélioration,amélioration,,removed_known_word,dictionary_form
Améliorer,améliorer,,removed_known_word,dictionary_form
Améthyste,améthyste,,removed_known_word,dictionary_form
Anachorète,anachorète,,removed_known_word,dictionary_form
Anaglyphe,anaglyphe,,removed_known_word,dictionary_form
Anaki,anaki,npc.3402.name | object.18076.name,kept_neologism,
Analyse,analyse,,removed_known_word,dictionary_form
Anatakwa,anatakwa,npc.3048.name,kept_neologism,
Anatole,anatole,,removed_known_word,dictionary_form
Anauffe-souris,anauffe-souris,object.11399.name | object.11450.name,kept_neologism,
Ancestral,ancestral,,removed_known_word,dictionary_form
Ancestrale,ancestrale,,removed_known_word,dictionary_form
Ancestrales,ancestrales,,removed_known_word,dictionary_form
Ancestraux,ancestraux,,removed_known_word,dictionary_form
Ancestrotek,ancestrotek,npc.1737.name | quest.1341.name,kept_neologism,
Ancien,ancien,,removed_known_word,dictionary_form
Anciens,anciens,,removed_known_word,dictionary_form
Ancrage,ancrage,,removed_known_word,dictionary_form
Ancre,ancre,,removed_known_word,dictionary_form
Ancrocodaille,ancrocodaille,"achievement.objective.3291.name, monster.3668.name | monster.3712.name",kept_neologism,
Ancêtre,ancêtre,,removed_known_word,dictionary_form
Ander,ander,object.11166.name,kept_neologism,
Andeuk'Hou,andeuk'hou,"achievement.1029.name | achievement.1030.name, achievement.objective.3136.name | achievement.1031.name, challenge.298.name, achievement.objective.3139.name | achievement.objective.3126.name, achievement.objective.3134.name, achievement.objective.3132.name, monster.3553.name, achievement.objective.3128.name, monster.3650.name, achievement.objective.3130.name | achievement.objective.3137.name | challenge.295.name, achievement.1028.name, achievement.objective.3138.name | challenge.296.name | challenge.302.name | monster.4817.name | object.15081.name | object.15662.name",kept_neologism,
André,andré,,removed_known_word,dictionary_form
Andréas,andréas,npc.4120.name,kept_neologism,
Andésite,andésite,,removed_known_word,dictionary_form
Anefuda,anefuda,object.5371.name,kept_neologism,
Anelalle,anelalle,object.3748.name,kept_neologism,
Aneloby,aneloby,object.6053.name,kept_neologism,
Anemo,anemo,npc.888.name,kept_neologism,
Anerabul,anerabul,object.5146.name,kept_neologism,
Anesela,anesela,object.5874.name,kept_neologism,
Anesthésiante,anesthésiante,,removed_known_word,dictionary_form
Ang,ang,"achievement.objective.591.name | monster.4549.name, monster.5115.name, monster.600.name | object.8392.name",kept_neologism,
Ange,ange,,removed_known_word,dictionary_form
Angel,angel,npc.3623.name,kept_neologism,
Angelo,angelo,,removed_known_word,dictionary_form
Angora,angora,,removed_known_word,dictionary_form
Angulaire,angulaire,,removed_known_word,dictionary_form
Angy,angy,npc.1693.name | quest.1044.name,kept_neologism,
Ani,ani,npc.1951.name | quest.1231.name,kept_neologism,
Anik,anik,npc.220.name,kept_neologism,
Anim,anim,spell.2837.name | spell.2838.name | spell.2839.name,kept_neologism,
Animal,animal,,removed_known_word,dictionary_form
Animale,animale,,removed_known_word,dictionary_form
Animales,animales,,removed_known_word,dictionary_form
Animation,animation,,removed_known_word,dictionary_form
Animations,animations,,removed_known_word,dictionary_form
Animaux,animaux,,removed_known_word,dictionary_form
Animorphose,animorphose,"emoticon.218.name, object.18702.name | emoticon.220.name",kept_neologism,
Animulette,animulette,object.15669.name,kept_neologism,
Animé,animé,,removed_known_word,dictionary_form
Animée,animée,,removed_known_word,dictionary_form
Ankadrak,ankadrak,object.22815.name,kept_neologism,
Ankaffilié,ankaffilié,object.21105.name | title.457.male,kept_neologism,
Ankaffiliée,ankaffiliée,title.457.female,kept_neologism,
Ankamascotte,ankamascotte,"object.22813.name | title.477.male, title.477.female",kept_neologism,
Ankanniversaire,ankanniversaire,object.18606.name,kept_neologism,
Ankarogo,ankarogo,object.22817.name,kept_neologism,
Ankegasa,ankegasa,object.22821.name,kept_neologism,
Ankhape,ankhape,object.15389.name,kept_neologism,
Ankimono,ankimono,object.22819.name,kept_neologism,
Ankylosant,ankylosant,,removed_known_word,dictionary_form
Anna,anna,,removed_known_word,dictionary_form
Annabelle,annabelle,,removed_known_word,dictionary_form
Annbonny,annbonny,npc.1688.name | quest.1041.name,kept_neologism,
Anne,anne,,removed_known_word,dictionary_form
Anneau,anneau,,removed_known_word,dictionary_form
Anneauraeus,anneauraeus,object.16344.name,kept_neologism,
Annette,annette,,removed_known_word,dictionary_form
Annexe,annexe,,removed_known_word,dictionary_form
Annihilateur,annihilateur,,removed_known_word,dictionary_form
Anniversaire,anniversaire,,removed_known_word,dictionary_form
Annokami,annokami,object.13320.name | object.13324.name,kept_neologism,
Annolamour,annolamour,object.8991.name,kept_neologism,
Annololens,annololens,object.19787.name,kept_neologism,
Annonce,annonce,,removed_known_word,dictionary_form
Annotée,annotée,,removed_known_word,dictionary_form
Année,année,,removed_known_word,dictionary_form
Anobe,anobe,object.6375.name,kept_neologism,
Anobra,anobra,object.2420.name,kept_neologism,
Anodindo,anodindo,object.7555.name,kept_neologism,
Anogery,anogery,object.5154.name,kept_neologism,
Anojeba,anojeba,object.3644.name,kept_neologism,
Anokio,anokio,object.11417.name | object.11454.name,kept_neologism,
Anomalie,anomalie,,removed_known_word,dictionary_form
Anomalies,anomalies,,removed_known_word,dictionary_form
Anomen,anomen,object.14593.name,kept_neologism,
Anonyme,anonyme,,removed_known_word,dictionary_form
Anoppinz,anoppinz,object.11384.name | object.11442.name,kept_neologism,
Anshin,anshin,npc.3460.name,kept_neologism,
Anshâ,anshâ,npc.2106.name | quest.1391.name,kept_neologism,
Ansôh,ansôh,npc.1982.name | quest.1262.name,kept_neologism,
Antenne,antenne,,removed_known_word,dictionary_form
Antennes,antennes,,removed_known_word,dictionary_form
Anthir,anthir,object.6846.name,kept_neologism,
Anti-dépendant,anti-dépendant,object.10817.name,kept_neologism,
Antichambre,antichambre,,removed_known_word,dictionary_form
Anticipation,anticipation,,removed_known_word,dictionary_form
Anticipée,anticipée,,removed_known_word,dictionary_form
Antidote,antidote,,removed_known_word,dictionary_form
Antigel,antigel,,removed_known_word,dictionary_form
Antigelées,antigelées,"achievement.objective.2164.name, achievement.792.name",kept_neologism,
Antihantise,antihantise,object.14037.name,kept_neologism,
Antiroyaliste,antiroyaliste,achievement.objective.1367.name | quest.619.name,kept_neologism,
Antouche,antouche,object.8727.name,kept_neologism,
Antre,antre,,removed_known_word,dictionary_form
Antrin,antrin,object.8663.name,kept_neologism,
Antôme,antôme,object.15671.name,kept_neologism,
Anufemi,anufemi,object.5192.name,kept_neologism,
Anulideven,anulideven,npc.2096.name | quest.1381.name,kept_neologism,
Anum,anum,object.7194.name,kept_neologism,
Anumikuf,anumikuf,object.4172.name,kept_neologism,
Anéantissement,anéantissement,,removed_known_word,dictionary_form
Anémie,anémie,,removed_known_word,dictionary_form
Aomebel,aomebel,object.3446.name,kept_neologism,
Aomiel,aomiel,object.4950.name,kept_neologism,
Aopeteze,aopeteze,object.5097.name,kept_neologism,
Aotohet,aotohet,object.3273.name,kept_neologism,
Aotuballe,aotuballe,object.5801.name,kept_neologism,
Aouaire,aouaire,achievement.objective.1690.name | npc.846.name,kept_neologism,
Aougos,aougos,npc.340.name,kept_neologism,
Apaevew,apaevew,object.5233.name,kept_neologism,
Apafo,apafo,object.5439.name,kept_neologism,
Apaisant,apaisant,,removed_known_word,dictionary_form
Apaisante,apaisante,,removed_known_word,dictionary_form
Apaisement,apaisement,,removed_known_word,dictionary_form
Apaisé,apaisé,,removed_known_word,dictionary_form
Apanewa,apanewa,object.5692.name,kept_neologism,
Apathie,apathie,,removed_known_word,dictionary_form
Apathique,apathique,,removed_known_word,dictionary_form
Apaujyl,apaujyl,object.3593.name,kept_neologism,
Apelep,apelep,object.5782.name,kept_neologism,
Apena,apena,object.5273.name,kept_neologism,
Apenae,apenae,object.5953.name,kept_neologism,
Apens,apens,"spell.9751.name, spell.9753.name",kept_neologism,
Aperirel,aperirel,"map.name.127927808.name, map.name.127928066.name, map.name.127401986.name, map.name.127926784.name, map.name.127927042.name | npc.818.name, month.3.name | object.11115.name",kept_neologism,
Apero,apero,achievement.objective.625.name | monster.932.name,kept_neologism,
Apevapa,apevapa,object.5861.name,kept_neologism,
Apin,apin,"object.18953.name, object.8634.name",kept_neologism,
Apivyco,apivyco,object.5813.name,kept_neologism,
Aplaning,aplaning,object.3941.name,kept_neologism,
Aplatissage,aplatissage,,removed_known_word,dictionary_form
Apleg,apleg,object.3242.name,kept_neologism,
Aplilema,aplilema,object.5489.name,kept_neologism,
Apocalypse,apocalypse,,removed_known_word,dictionary_form
Apogée,apogée,,removed_known_word,dictionary_form
Apothéotique,apothéotique,,removed_known_word,dictionary_form
Apout,apout,npc.260.name | object.2054.name,kept_neologism,
Apparition,apparition,,removed_known_word,dictionary_form
Appeau,appeau,,removed_known_word,dictionary_form
Appel,appel,,removed_known_word,dictionary_form
Appelez-moi,appelez-moi,achievement.1010.name,kept_neologism,
Appellation,appellation,,removed_known_word,dictionary_form
Applaudir,applaudir,,removed_known_word,dictionary_form
Appoint,appoint,,removed_known_word,dictionary_form
Apport,apport,,removed_known_word,dictionary_form
Appowt,appowt,spell.3822.name,kept_neologism,
Apprenti,apprenti,,removed_known_word,dictionary_form
Apprentie,apprentie,,removed_known_word,dictionary_form
Apprentissage,apprentissage,,removed_known_word,dictionary_form
Apprivoisement,apprivoisement,,removed_known_word,dictionary_form
Apprivoisé,apprivoisé,,removed_known_word,dictionary_form
Approche,approche,,removed_known_word,dictionary_form
Approksimativ,approksimativ,spell.4870.name,kept_neologism,
Appui,appui,,removed_known_word,dictionary_form
Appât,appât,,removed_known_word,dictionary_form
Appâts,appâts,,removed_known_word,dictionary_form
Appétissant,appétissant,,removed_known_word,dictionary_form
Aprae,aprae,object.5613.name,kept_neologism,
Aprec,aprec,object.5716.name,kept_neologism,
Apres,apres,object.4739.name,kept_neologism,
Apukim,apukim,object.5084.name,kept_neologism,
Apybae,apybae,object.5762.name,kept_neologism,
Apériglours,apériglours,"achievement.objective.425.name, monster.2861.name | object.11934.name",kept_neologism,
Apéwicube,apéwicube,object.11134.name,kept_neologism,
Apéwicubes,apéwicubes,"achievement.933.name, achievement.objective.2822.name | achievement.objective.2812.name",kept_neologism,
Aquaboulvar,aquaboulvar,spell.1936.name | spell.1937.name,kept_neologism,
Aquabralak,aquabralak,"monster.895.name, achievement.objective.555.name | object.8372.name",kept_neologism,
Aquaebu,aquaebu,object.3337.name,kept_neologism,
Aquafanel,aquafanel,object.5850.name,kept_neologism,
Aquage,aquage,npc.3896.name,kept_neologism,
Aquaglyphe,aquaglyphe,"spell.1953.name | spell.6272.name, spell.1952.name",kept_neologism,
Aqualaelu,aqualaelu,object.6087.name,kept_neologism,
Aqualance,aqualance,spell.1799.name,kept_neologism,
Aqualikros,aqualikros,"monster.877.name, achievement.objective.556.name | object.8374.name",kept_neologism,
Aqualosepa,aqualosepa,object.5713.name,kept_neologism,
Aqualoum,aqualoum,object.2714.name,kept_neologism,
Aquanewul,aquanewul,object.3548.name,kept_neologism,
Aquanolodu,aquanolodu,object.5482.name,kept_neologism,
Aquapael,aquapael,object.4947.name,kept_neologism,
Aquapago,aquapago,object.4212.name,kept_neologism,
Aquapaul,aquapaul,object.6066.name,kept_neologism,
Aquapawe,aquapawe,object.3402.name,kept_neologism,
Aquapramem,aquapramem,object.4854.name,kept_neologism,
Aquapul,aquapul,object.3910.name,kept_neologism,
Aquarakne,aquarakne,object.16274.name,kept_neologism,
Aquatamem,aquatamem,object.5093.name,kept_neologism,
Aquatique,aquatique,,removed_known_word,dictionary_form
Aquauli,aquauli,object.3786.name,kept_neologism,
Aquavoum,aquavoum,object.5651.name,kept_neologism,
Aquejineno,aquejineno,object.3269.name,kept_neologism,
Aquelasut,aquelasut,object.5931.name,kept_neologism,
Aquelelauc,aquelelauc,object.5997.name,kept_neologism,
Aqueles,aqueles,object.3768.name,kept_neologism,
Aquelime,aquelime,object.5590.name,kept_neologism,
Aquemefi,aquemefi,object.5313.name,kept_neologism,
Aquenabava,aquenabava,object.3338.name,kept_neologism,
Aqueovavag,aqueovavag,object.3709.name,kept_neologism,
Aquepapy,aquepapy,object.5212.name,kept_neologism,
Aquepice,aquepice,object.6231.name,kept_neologism,
Aqueputate,aqueputate,object.4858.name,kept_neologism,
Aquesepeb,aquesepeb,object.5787.name,kept_neologism,
Aqueuse,aqueuse,,removed_known_word,dictionary_form
Aqueux,aqueux,,removed_known_word,dictionary_form
Aquifag,aquifag,object.5616.name,kept_neologism,
Aquilajuc,aquilajuc,object.5929.name,kept_neologism,
Aquilar,aquilar,object.19083.name,kept_neologism,
Aquilavepa,aquilavepa,object.6241.name,kept_neologism,
Aquinupele,aquinupele,object.5644.name,kept_neologism,
Aquivyfo,aquivyfo,object.4786.name,kept_neologism,
Araborat,araborat,object.6111.name,kept_neologism,
Arabord,arabord,monster.2311.name,kept_neologism,
Arachitik,arachitik,monster.2312.name,kept_neologism,
Arak,arak,,removed_known_word,dictionary_form
Arak-Haï,arak-haï,"achievement.1372.name | monster.4643.name, monster.4685.name, monster.4344.name | monster.4645.name | monster.race.208.name | object.19576.name | object.19618.name | object.2355.name | object.set.462.name | spell.7482.name, spell.7484.name | spell.9341.name, spell.9359.name | spell.9349.name, state.1049.name, spell.9351.name | spell.9375.name | spell.9493.name | spelltype.527.title | spelltype.531.title | state.1050.name, spell.9247.name",kept_neologism,
Arak-haï,arak-haï,"achievement.1372.name | monster.4643.name, monster.4685.name, monster.4344.name | monster.4645.name | monster.race.208.name | object.19576.name | object.19618.name | object.2355.name | object.set.462.name | spell.7482.name, spell.7484.name | spell.9341.name, spell.9359.name | spell.9349.name, state.1049.name, spell.9351.name | spell.9375.name | spell.9493.name | spelltype.527.title | spelltype.531.title | state.1050.name, spell.9247.name",kept_neologism,
Araka,araka,monster.4677.name,kept_neologism,
Arakawa,arakawa,monster.4689.name,kept_neologism,
Arakazam,arakazam,monster.4346.name,kept_neologism,
Arakaze,arakaze,monster.4687.name,kept_neologism,
Arakmutée,arakmutée,"monster.4314.name, achievement.objective.4042.name | monster.4641.name, spelltype.521.title | object.19584.name",kept_neologism,
Araknacoiffe,araknacoiffe,object.13480.name | object.6913.name,kept_neologism,
Araknamu,araknamu,object.2426.name,kept_neologism,
Araknas,araknas,"monster.3663.name, object.15975.name, npc.2430.name, monster.3681.name, npc.2390.name | npc.2395.name | npc.2445.name",kept_neologism,
Araknay,araknay,monster.2393.name,kept_neologism,
Arakne,arakne,"achievement.1287.name, achievement.objective.3893.name | achievement.objective.3089.name, monster.3533.name, npc.2185.name | achievement.objective.3821.name, achievement.objective.3813.name, achievement.objective.3817.name, monster.3534.name, npc.2186.name, achievement.objective.3090.name | achievement.objective.3891.name, achievement.1285.name | achievement.objective.3895.name, achievement.1289.name | achievement.objective.514.name | challenge.410.name | challenge.411.name | challenge.412.name | dungeon.82.name | hint.3259.name, achievement.objective.3889.name, achievement.1016.name | map.name.117183488.name, map.name.117182464.name, dungeon.77.name | map.name.117183746.name, map.name.117182722.name | monster.255.name | monster.259.name, monster.2630.name, achievement.objective.516.name | monster.432.name | monster.472.name | npc.2383.name | npc.3630.name, monster.246.name, monster.52.name, achievement.objective.515.name, npc.2397.name, npc.2398.name | object.14449.name | object.14451.name | object.14659.name | object.14660.name | object.14661.name | object.14662.name | object.14663.name | object.14664.name | object.14679.name, object.14735.name | object.14736.name, object.14680.name | object.15189.name | object.15465.name | object.15805.name | object.1652.name | object.1662.name | object.1673.name | object.17182.name | object.365.name | object.6448.name | object.6914.name | object.721.name | object.set.22.name | object.set.317.name | quest.1437.name | quest.1438.name | quest.1498.name, achievement.objective.3266.name | spell.10287.name, spell.10285.name, spell.10283.name | spell.214.name, spell.370.name | spell.316.name | spell.3778.name | spell.3984.name | spell.466.name | spell.6932.name | spell.975.name | spelltype.421.title, achievement.objective.517.name, monster.474.name | spelltype.50.title | spelltype.535.title | title.311.female | title.311.male",kept_neologism,
Araknelle,araknelle,monster.157.name | object.973.name | spell.260.name,kept_neologism,
Araknes,araknes,"achievement.1313.name | achievement.175.name, achievement.objective.852.name | monster.race.38.name | quest.197.name, achievement.objective.1697.name",kept_neologism,
Araknoton,araknoton,object.6911.name,kept_neologism,
Araknotron,araknotron,"achievement.objective.512.name, monster.990.name | monster.917.name, achievement.objective.511.name | object.13529.name",kept_neologism,
Araknoture,araknoture,object.6912.name,kept_neologism,
Araknéen,araknéen,"spell.3313.name, spell.9433.name | spell.7458.name",kept_neologism,
Araknéenne,araknéenne,spell.7476.name,kept_neologism,
Arakule,arakule,monster.2310.name,kept_neologism,
Arakuris,arakuris,object.2985.name,kept_neologism,
Arapex,arapex,"monster.4322.name, achievement.objective.4050.name, spelltype.515.title, monster.5107.name | monster.4635.name, spelltype.530.title | monster.4675.name | object.19580.name",kept_neologism,
Arapliké,arapliké,monster.4354.name,kept_neologism,
Arash,arash,object.6853.name,kept_neologism,
Arbitrage,arbitrage,,removed_known_word,dictionary_form
Arbitre,arbitre,,removed_known_word,dictionary_form
Arboricole,arboricole,,removed_known_word,dictionary_form
Arbre,arbre,,removed_known_word,dictionary_form
Arbres,arbres,,removed_known_word,dictionary_form
Arc,arc,,removed_known_word,dictionary_form
Arche,arche,,removed_known_word,dictionary_form
Archer,archer,,removed_known_word,dictionary_form
Archerie,archerie,,removed_known_word,dictionary_form
Archi-monstre,archi-monstre,object.10418.name,kept_neologism,
Archi-monstres,archi-monstres,monster.race.78.name | monster.superrace.20.name,kept_neologism,
Archibald,archibald,,removed_known_word,dictionary_form
Archie,archie,"achievement.1331.name | achievement.objective.1351.name | document.476.title | npc.1502.name | npc.2800.name | npc.4108.name | npc.4152.name, object.19358.name, spelltype.508.title, monster.4509.name | object.19394.name",kept_neologism,
Archillusion,archillusion,object.17052.name,kept_neologism,
Archipel,archipel,,removed_known_word,dictionary_form
Architecte,architecte,,removed_known_word,dictionary_form
Architecture,architecture,,removed_known_word,dictionary_form
Archive,archive,,removed_known_word,dictionary_form
Archives,archives,,removed_known_word,dictionary_form
