token,token_lower,tb_key,status,match_type
Alcido,alcido,spell.3567.name,kept_neologism,
Alcoba,alcoba,,removed_known_word,dictionary_form
Alcohol,alcohol,,removed_known_word,dictionary_form
Alcoholizada,alcoholizada,,removed_known_word,dictionary_form
Alcoholizado,alcoholizado,,removed_known_word,dictionary_form
Alcoholímetro,alcoholímetro,"spell.11748.name, spell.11750.name",kept_neologism,
Alcohólico,alcohólico,,removed_known_word,dictionary_form
Alcontel,alcontel,monster.2350.name,kept_neologism,
Alcoshu,alcoshu,spell.14307.name | spell.16963.name,kept_neologism,
Aldid,aldid,spell.17514.name,kept_neologism,
Aldo,aldo,"achievement.5121.name, achievement.objective.11078.name, companion.54.name, npc.6351.name | achievement.5157.name | object.25429.name",kept_neologism,
Ale,ale,,removed_known_word,dictionary_form
Aleación,aleación,,removed_known_word,dictionary_form
Aleamut,aleamut,spell.2355.name | spell.2356.name,kept_neologism,
Aleatoria,aleatoria,,removed_known_word,dictionary_form
Aleatorio,aleatorio,,removed_known_word,dictionary_form
Aleb,aleb,npc.2101.name | quest.1386.name,kept_neologism,
Alegoría,alegoría,,removed_known_word,dictionary_form
Alegre,alegre,,removed_known_word,dictionary_form
Alegría,alegría,,removed_known_word,dictionary_form
Alejada,alejada,,removed_known_word,dictionary_form
Aleksandr,aleksandr,document.20.author,kept_neologism,
Alembique,alembique,interactive.62.name,kept_neologism,
Alene,alene,taxcollector.firstname.3.value,kept_neologism,
Alentización,alentización,spell.12065.name,kept_neologism,
Aleorictus,aleorictus,"spell.12176.name, spell.12184.name, spell.12494.name, spell.12507.name, spell.12512.name, spell.12513.name",kept_neologism,
Alerta,alerta,,removed_known_word,dictionary_form
Alertado,alertado,,removed_known_word,dictionary_form
Aleta,aleta,,removed_known_word,dictionary_form
Aletargamiento,aletargamiento,,removed_known_word,dictionary_form
Aletas,aletas,,removed_known_word,dictionary_form
Alevín,alevín,,removed_known_word,dictionary_form
Alex,alex,object.13410.name,kept_neologism,
Alexandra,alexandra,"monster.7688.name, npc.7184.name",kept_neologism,
Aleyx,aleyx,object.8089.name,kept_neologism,
Alfa,alfa,,removed_known_word,dictionary_form
Alfanje,alfanje,,removed_known_word,dictionary_form
Alfar,alfar,,removed_known_word,dictionary_form
Alfarera,alfarera,npc.5559.name,kept_neologism,
Alfatallo,alfatallo,"achievement.5403.name, achievement.7385.name, achievement.objective.15278.name | achievement.5404.name, achievement.7685.name, achievement.objective.12451.name, achievement.objective.15946.name | achievement.7535.name, achievement.objective.15428.name | achievement.objective.12193.name, achievement.objective.15635.name, monster.7039.name, monster.7491.name, object.26885.name, object.28785.name, spell.22628.name, spell.22629.name, spell.26578.name, spell.26733.name, spell.27385.name | achievement.objective.15785.name, object.28935.name | object.27138.name",kept_neologism,
Alfilo,alfilo,"achievement.objective.5026.name, achievement.objective.9409.name, monster.4864.name | object.2316.name | object.6739.name",kept_neologism,
Alfombra,alfombra,,removed_known_word,dictionary_form
Alfonso,alfonso,,removed_known_word,dictionary_form
Alforja,alforja,,removed_known_word,dictionary_form
Alforjas,alforjas,,removed_known_word,dictionary_form
Alfue,alfue,object.8638.name,kept_neologism,
Alfuego,alfuego,npc.1254.name,kept_neologism,
Alga,alga,,removed_known_word,dictionary_form
Algarabía,algarabía,,removed_known_word,dictionary_form
Algas,algas,,removed_known_word,dictionary_form
Algodón,algodón,,removed_known_word,dictionary_form
Algorrobo,algorrobo,spell.15603.name,kept_neologism,
Algrano,algrano,spell.1645.name,kept_neologism,
Algre,algre,npc.6156.name,kept_neologism,
Alguacil,alguacil,,removed_known_word,dictionary_form
Alguien,alguien,,removed_known_word,dictionary_form
Algüeros,algüeros,interactive.212.name | npc.1291.name,kept_neologism,
Alhera,alhera,npc.2092.name | quest.1377.name,kept_neologism,
Alhiena,alhiena,"achievement.objective.3207.name, achievement.objective.9660.name, achievement.objective.10510.name, monster.3558.name, npc.2325.name | object.15043.name | object.15044.name",kept_neologism,
Alhienado,alhienado,monster.2472.name,kept_neologism,
Ali,ali,,removed_known_word,dictionary_form
Aliada,aliada,,removed_known_word,dictionary_form
Aliado,aliado,,removed_known_word,dictionary_form
Aliados,aliados,,removed_known_word,dictionary_form
Aliano,aliano,object.set.300.name,kept_neologism,
Alianza,alianza,,removed_known_word,dictionary_form
Alianzalogema,alianzalogema,object.14290.name,kept_neologism,
Alianzas,alianzas,,removed_known_word,dictionary_form
Alicha,alicha,object.17019.name,kept_neologism,
Alienación,alienación,,removed_known_word,dictionary_form
Alienización,alienización,spell.1331.name,kept_neologism,
Aliento,aliento,,removed_known_word,dictionary_form
Alientos,alientos,,removed_known_word,dictionary_form
Aligelut,aligelut,spell.4187.name,kept_neologism,
Alikindoy,alikindoy,npc.1954.name | quest.1234.name,kept_neologism,
Alimañas,alimañas,,removed_known_word,dictionary_form
Alimentación,alimentación,,removed_known_word,dictionary_form
Alimentar,alimentar,,removed_known_word,dictionary_form
Alimenticia,alimenticia,,removed_known_word,dictionary_form
Alimento,alimento,,removed_known_word,dictionary_form
Alimentos,alimentos,,removed_known_word,dictionary_form
Alineación,alineación,,removed_known_word,dictionary_form
Alineamiento,alineamiento,,removed_known_word,dictionary_form
Aliniño,aliniño,"achievement.objective.12185.name, monster.7031.name",kept_neologism,
Alisador,alisador,,removed_known_word,dictionary_form
Alisamiento,alisamiento,spell.945.name,kept_neologism,
Alisio,alisio,spell.26811.name,kept_neologism,
Alistamiento,alistamiento,,removed_known_word,dictionary_form
Alit,alit,npc.4348.name,kept_neologism,
Alita,alita,object.15068.name,kept_neologism,
Alizoom,alizoom,spell.26814.name,kept_neologism,
Alka,alka,"monster.776.name, npc.749.name",kept_neologism,
Alkatraz,alkatraz,world.subarea.318.name,kept_neologism,
Alkelepikekeserraske,alkelepikekeserraske,spell.5523.name | spell.6314.name,kept_neologism,
Alkolipoke,alkolipoke,object.13513.name,kept_neologism,
Allaert,allaert,monster.3028.name,kept_neologism,
Allen,allen,npc.262.name | object.2053.name,kept_neologism,
Alli,alli,object.13382.name,kept_neologism,
Allison,allison,npc.3620.name,kept_neologism,
Allister,allister,"achievement.objective.1379.name | achievement.objective.1380.name | achievement.objective.1381.name | achievement.objective.1382.name | achievement.objective.1383.name | achievement.objective.1384.name | achievement.objective.1472.name | achievement.objective.1531.name, quest.132.name | document.364.author | document.396.title | havenbag.theme.4.name, map.name.162792450.name | map.name.162791426.name | monster.3233.name, npc.1567.name | npc.1523.name, npc.5124.name | npc.2330.name | npc.916.name | object.13055.name | object.13123.name | object.13124.name | object.13125.name | object.22071.name | object.30060.name | object.set.243.name | quest.139.name | quest.category.20.name",kept_neologism,
Allisteria,allisteria,"monster.471.name, npc.471.name, npc.1551.name, npc.4338.name",kept_neologism,
Allisterina,allisterina,npc.6400.name | object.22263.name,kept_neologism,
Ally,ally,"npc.1294.name, object.11235.name",kept_neologism,
Allá,allá,,removed_known_word,dictionary_form
Alma,alma,,removed_known_word,dictionary_form
Almacén,almacén,,removed_known_word,dictionary_form
Almadena,almadena,npc.1457.name,kept_neologism,
Almanax,almanax,"achievement.category.26.name, alteration.category.43.name, alteration.category.49.name, alteration.category.50.name, object.type.156.name, progression.card.3980.name, quest.category.31.name | document.399.title | document.594.title | document.711.author | havenbag.theme.60.name | havenbag.theme.61.name | havenbag.theme.62.name | havenbag.theme.63.name | hint.3218.name | map.name.162791454.name | map.name.162793502.name | map.name.162795548.name | map.name.162795550.name | object.29697.name | object.29727.name | object.29728.name | object.29729.name | object.29730.name | object.29735.name | quest.953.name | title.405.female | title.405.male",kept_neologism,
Almandreus,almandreus,monster.2379.name,kept_neologism,
Almanicha,almanicha,object.13330.name,kept_neologism,
Almas,almas,,removed_known_word,dictionary_form
Almaspiración,almaspiración,spell.23209.name,kept_neologism,
Almedia,almedia,npc.5337.name,kept_neologism,
Almeja,almeja,,removed_known_word,dictionary_form
Almejillones,almejillones,achievement.objective.1523.name | object.8518.name | quest.166.name,kept_neologism,
Almejillón,almejillón,"achievement.objective.5316.name, achievement.objective.9269.name, achievement.objective.10110.name, monster.954.name, object.8517.name | monster.8247.name | object.792.name",kept_neologism,
Almenú,almenú,"hint.2938.name, interactive.183.name | map.name.217055234.name | npc.293.name | object.2086.name",kept_neologism,
Almirante,almirante,,removed_known_word,dictionary_form
Almizcle,almizcle,,removed_known_word,dictionary_form
Almohadilla,almohadilla,,removed_known_word,dictionary_form
Almohadillas,almohadillas,,removed_known_word,dictionary_form
Almoja,almoja,"monster.5059.name, npc.4156.name",kept_neologism,
Alnadalillas,alnadalillas,monster.2273.name,kept_neologism,
Aloeverrata,aloeverrata,"achievement.objective.11086.name, achievement.objective.11287.name, monster.6744.name, monster.7918.name | monster.6857.name | object.25761.name",kept_neologism,
Alondras,alondras,,removed_known_word,dictionary_form
Alopreservación,alopreservación,spell.27220.name,kept_neologism,
Alpelo,alpelo,npc.3027.name,kept_neologism,
Alpha,alpha,state.66.name | state.70.name,kept_neologism,
Alpinas,alpinas,,removed_known_word,dictionary_form
Alquiler,alquiler,,removed_known_word,dictionary_form
Alquimia,alquimia,,removed_known_word,dictionary_form
Alquimilusionistas,alquimilusionistas,"achievement.911.name, achievement.4884.name, achievement.objective.2722.name, monster.race.107.name | guild.mission.127.name | world.event.243.name | world.event.78.name",kept_neologism,
Alquimista,alquimista,,removed_known_word,dictionary_form
Alquipludente,alquipludente,challenge.1072.name,kept_neologism,
Alquirretórica,alquirretórica,"spell.25797.name, spell.25800.name | spell.25930.name | spell.25931.name | spelltype.3032.title | state.4185.name | state.4186.name",kept_neologism,
Alquímica,alquímica,,removed_known_word,dictionary_form
Alquímico,alquímico,,removed_known_word,dictionary_form
Alrededores,alrededores,,removed_known_word,dictionary_form
Alreskate,alreskate,spell.3845.name,kept_neologism,
Alrok,alrok,npc.215.name,kept_neologism,
Alsario,alsario,npc.3199.name,kept_neologism,
Alse,alse,npc.6397.name,kept_neologism,
Alta,alta,,removed_known_word,dictionary_form
Altamisa,altamisa,,removed_known_word,dictionary_form
Altar,altar,,removed_known_word,dictionary_form
Altarera,altarera,challenge.2086.name,kept_neologism,
Alterable,alterable,,removed_known_word,dictionary_form
Alterabuso,alterabuso,"alteration.527.name, spell.30040.name",kept_neologism,
Alteración,alteración,,removed_known_word,dictionary_form
Alterado,alterado,,removed_known_word,dictionary_form
Alterados,alterados,,removed_known_word,dictionary_form
Alternancia,alternancia,,removed_known_word,dictionary_form
Alternante,alternante,,removed_known_word,dictionary_form
Alternativa,alternativa,,removed_known_word,dictionary_form
Alternativo,alternativo,,removed_known_word,dictionary_form
Alterófila,alterófila,title.344.female,kept_neologism,
Alterófilo,alterófilo,"npc.7209.name | object.27190.name, object.29352.name | title.344.male",kept_neologism,
Althar,althar,npc.3300.name,kept_neologism,
Alto,alto,,removed_known_word,dictionary_form
Alto-el-Fuego,alto-el-fuego,spell.4020.name,kept_neologism,
Altocúmulo,altocúmulo,"spell.16701.name, spell.16702.name",kept_neologism,
Altomonte,altomonte,npc.3097.name,kept_neologism,
Altos,altos,,removed_known_word,dictionary_form
Altruismo,altruismo,,removed_known_word,dictionary_form
Altruista,altruista,,removed_known_word,dictionary_form
Alturas,alturas,,removed_known_word,dictionary_form
Alubias,alubias,,removed_known_word,dictionary_form
Alucard,alucard,npc.2090.name | quest.1375.name,kept_neologism,
Alucinación,alucinación,,removed_known_word,dictionary_form
Alucinado,alucinado,,removed_known_word,dictionary_form
Aludem,aludem,"achievement.2572.name, monster.459.name, progression.card.2799.name | achievement.objective.1442.name | achievement.objective.7305.name, quest.29.name | document.61.title | npc.511.name, object.6870.name | object.13641.name | object.13642.name | object.set.260.name",kept_neologism,
Aludém,aludém,object.10062.name,kept_neologism,
Alullido,alullido,spell.3528.name,kept_neologism,
Alumbrado,alumbrado,,removed_known_word,dictionary_form
Alumin,alumin,object.3821.name,kept_neologism,
Aluminita,aluminita,,removed_known_word,dictionary_form
Alunarado,alunarado,,removed_known_word,dictionary_form
AlveoLOL,alveolol,spell.2512.name,kept_neologism,
Alveolo,alveolo,spell.2484.name,kept_neologism,
Alwyle,alwyle,object.4354.name,kept_neologism,
Alyento,alyento,npc.95.name,kept_neologism,
Alyssum,alyssum,object.12274.name,kept_neologism,
Alza,alza,,removed_known_word,dictionary_form
Alzkzabz,alzkzabz,npc.7673.name,kept_neologism,
Alí,alí,"achievement.objective.4870.name, quest.1795.name | monster.4667.name, npc.3531.name",kept_neologism,
Alúa,alúa,taxcollector.firstname.56.value,kept_neologism,
Ama,ama,,removed_known_word,dictionary_form
Amabilidad,amabilidad,,removed_known_word,dictionary_form
Amadou,amadou,"monster.7154.name, monster.7742.name, npc.6782.name, npc.7319.name",kept_neologism,
Amaine,amaine,,removed_known_word,dictionary_form
Amakna,amakna,"achievement.182.name, achievement.4789.name, achievement.4929.name, achievement.objective.839.name, monster.race.5.name, monster.race.300.name | achievement.187.name, achievement.4775.name, achievement.4911.name, achievement.objective.842.name, monster.race.6.name | achievement.2022.name | achievement.2058.name | achievement.222.name, achievement.objective.877.name, monster.race.2.name, monster.race.293.name | achievement.241.name, progression.card.2190.name, world.subarea.485.name | achievement.242.name, achievement.objective.2328.name, progression.card.2045.name | achievement.250.name, achievement.category.49.name, achievement.objective.2349.name, object.type.138.name, progression.card.2115.name | achievement.254.name, achievement.objective.2359.name, progression.card.2060.name, world.subarea.31.name | achievement.255.name, achievement.objective.2351.name, progression.card.2051.name, world.subarea.10.name | achievement.266.name, achievement.objective.2355.name, progression.card.2116.name, world.subarea.181.name | achievement.343.name | achievement.category.146.name, object.type.146.name, quest.category.55.name | achievement.category.17.name | achievement.category.32.name, world.area.0.name, havenbag.theme.2.name, map.name.162794496.name | achievement.category.57.name | achievement.objective.2365.name | achievement.objective.3167.name, quest.1424.name | document.371.title | guild.mission.25.name | guild.mission.33.name | guild.mission.35.name | hint.2939.name, map.name.99090953.name, map.name.99091977.name, map.name.99093001.name | hint.3132.name | hint.3213.name | hint.3476.name | hint.3710.name | hint.3731.name | house.type.283.name | house.type.284.name, house.type.285.name, house.type.286.name, house.type.287.name | house.type.288.name, house.type.289.name | house.type.291.name, house.type.293.name | house.type.292.name | house.type.296.name, house.type.297.name | house.type.303.name, house.type.304.name, house.type.305.name, house.type.306.name | house.type.307.name, house.type.308.name, house.type.309.name, house.type.310.name | house.type.311.name, house.type.312.name, house.type.313.name | house.type.316.name | interactive.419.name, npc.7024.name, npc.7240.name | map.name.162793472.name | map.name.186123264.name | map.name.27525120.name | map.name.27525122.name | map.name.27525124.name | map.name.27526148.name | map.name.27528192.name | map.name.27528194.name | map.name.3933696.name | map.name.43518982.name, map.name.95685125.name | map.name.95685127.name | map.name.95686149.name | map.name.99094023.name | monster.4139.name, npc.2986.name | monster.superrace.3.name | npc.2143.name, npc.2167.name, object.14866.name | npc.2260.name, npc.2261.name, npc.2262.name, npc.2263.name, npc.2272.name, npc.2273.name, npc.2849.name, npc.2873.name | npc.7119.name | object.12528.name | object.12529.name | object.13271.name | object.13272.name | object.13515.name | object.16625.name | object.16781.name | object.18670.name | object.22072.name | object.24911.name | object.31479.name | object.351.name | object.7081.name | progression.card.3728.name | progression.card.3734.name | progression.card.3740.name | progression.card.3781.name | progression.card.3782.name | progression.card.3819.name | quest.337.name | skill.action.308.name, skill.213.name | title.474.male, title.474.female | title.71.female, title.71.male | title.72.male, title.72.female | title.96.female, title.96.male | title.97.female | title.97.male | world.event.27.name | world.event.28.name | world.subarea.180.name | world.subarea.278.name | world.subarea.4.name",kept_neologism,
Amaknatroz,amaknatroz,object.18495.name | object.18496.name | object.18497.name | object.18498.name | object.18499.name,kept_neologism,
Amakneana,amakneana,npc.4895.name | object.17177.name | object.17178.name | object.9312.name | object.9313.name,kept_neologism,
Amakneano,amakneano,"achievement.8994.name, achievement.objective.18061.name | alteration.533.name | guild.hall.3.name, guild.hall.8.name, world.subarea.1116.name | monster.6264.name, npc.5673.name | npc.4466.name, npc.4488.name, npc.4489.name | npc.4894.name | npc.7287.name | object.19186.name",kept_neologism,
Amaknomalía,amaknomalía,"achievement.objective.6656.name, quest.2078.name",kept_neologism,
Amalia,amalia,,removed_known_word,dictionary_form
Amanezeds,amanezeds,quest.1891.name,kept_neologism,
Amanita,amanita,"monster.7271.name | npc.5490.name, object.22358.name | spell.1265.name",kept_neologism,
Amanitra,amanitra,spell.1143.name,kept_neologism,
Amante,amante,,removed_known_word,dictionary_form
Amantes,amantes,,removed_known_word,dictionary_form
Amapolátigo,amapolátigo,"achievement.objective.12780.name, achievement.objective.15882.name, monster.7208.name | monster.7304.name | monster.7309.name | monster.7336.name, npc.7113.name | object.27400.name",kept_neologism,
Amargado,amargado,,removed_known_word,dictionary_form
Amargarrado,amargarrado,spell.4595.name,kept_neologism,
Amargo,amargo,,removed_known_word,dictionary_form
Amargura,amargura,,removed_known_word,dictionary_form
Amarh,amarh,npc.6423.name,kept_neologism,
Amariairado,amariairado,state.119.name,kept_neologism,
Amarilla,amarilla,,removed_known_word,dictionary_form
Amarillo,amarillo,,removed_known_word,dictionary_form
Amarok,amarok,"spell.13802.name, spell.13813.name",kept_neologism,
Amarranta,amarranta,"interactive.395.name, object.27117.name | skill.404.name",kept_neologism,
Amarre,amarre,,removed_known_word,dictionary_form
Amaryllis,amaryllis,object.10288.name,kept_neologism,
Amasamiento,amasamiento,,removed_known_word,dictionary_form
Amasijo,amasijo,,removed_known_word,dictionary_form
Amaskao,amaskao,npc.875.name,kept_neologism,
Amaurosis,amaurosis,,removed_known_word,dictionary_form
Amaxilubeto,amaxilubeto,object.8262.name,kept_neologism,
Amayan,amayan,npc.4434.name,kept_neologism,
Amayiro,amayiro,npc.6309.name | object.32162.name | object.32163.name | object.9074.name | object.9076.name | object.9099.name | quest.60.name | quest.73.name | quest.81.name,kept_neologism,
Amañar,amañar,,removed_known_word,dictionary_form
Ambarina,ambarina,,removed_known_word,dictionary_form
Ambarmuleto,ambarmuleto,object.1661.name | object.1662.name,kept_neologism,
Ambición,ambición,,removed_known_word,dictionary_form
Ambidextreza,ambidextreza,"spell.25236.name, spell.25237.name, spell.25244.name",kept_neologism,
Ambiental,ambiental,,removed_known_word,dictionary_form
Ambiente,ambiente,,removed_known_word,dictionary_form
Ambulante,ambulante,,removed_known_word,dictionary_form
Ameli,ameli,npc.1990.name | quest.1266.name,kept_neologism,
Amenaza,amenaza,,removed_known_word,dictionary_form
Amenazada,amenazada,,removed_known_word,dictionary_form
Amenazador,amenazador,,removed_known_word,dictionary_form
Amenazadora,amenazadora,,removed_known_word,dictionary_form
Amenita,amenita,monster.3870.name | monster.4107.name | object.16523.name | object.16999.name,kept_neologism,
Ametroolladora,ametroolladora,spell.30393.name,kept_neologism,
Amiantoja,amiantoja,spell.10301.name,kept_neologism,
Amichilín,amichilín,npc.6155.name,kept_neologism,
Amiga,amiga,,removed_known_word,dictionary_form
Amigo,amigo,,removed_known_word,dictionary_form
Amigos,amigos,,removed_known_word,dictionary_form
Amikaze,amikaze,spell.17240.name,kept_neologism,
Amiko,amiko,state.5319.name,kept_neologism,
Amilubomuleto,amilubomuleto,object.8129.name,kept_neologism,
Aminal,aminal,npc.805.name | object.8092.name,kept_neologism,
Amino,amino,,removed_known_word,dictionary_form
Amirniana,amirniana,npc.1818.name | quest.1120.name,kept_neologism,
Amirukam,amirukam,"achievement.3091.name, achievement.objective.8943.name | achievement.3092.name, achievement.objective.8944.name | achievement.3093.name, achievement.objective.8945.name | achievement.5051.name, achievement.5055.name, achievement.5059.name, achievement.8490.name, achievement.objective.8967.name, achievement.objective.8969.name, achievement.objective.8971.name, achievement.objective.8973.name, achievement.objective.8975.name, achievement.objective.8977.name, achievement.objective.10868.name, achievement.objective.13388.name, achievement.objective.17146.name, achievement.objective.17292.name, achievement.objective.17346.name, achievement.objective.17636.name, monster.6478.name, monster.6496.name | achievement.6020.name, achievement.objective.13395.name | achievement.6260.name, achievement.objective.13781.name, achievement.objective.14009.name, spell.pair.808.name | achievement.8691.name | achievement.objective.10882.name, achievement.objective.10901.name | achievement.objective.10884.name, achievement.objective.10902.name | achievement.objective.10904.name | achievement.objective.17301.name | alteration.751.name | challenge.2064.name | npc.6034.name | object.23971.name | object.24136.name | object.28683.name | object.31183.name | object.31303.name | spell.18834.name, spell.pair.616.name | spell.18835.name, spell.pair.617.name | spell.18836.name, spell.pair.618.name",kept_neologism,
Amistad,amistad,,removed_known_word,dictionary_form
Amistosa,amistosa,,removed_known_word,dictionary_form
Amistoso,amistoso,,removed_known_word,dictionary_form
Amlobdovar,amlobdovar,monster.2391.name,kept_neologism,
Amlub,amlub,"achievement.objective.3264.name, achievement.objective.9161.name, achievement.objective.9990.name, monster.385.name",kept_neologism,
Ammar,ammar,"monster.4707.name, npc.3579.name",kept_neologism,
Amnesia,amnesia,,removed_known_word,dictionary_form
Amo,amo,,removed_known_word,dictionary_form
Amok,amok,state.1058.name,kept_neologism,
Amor,amor,,removed_known_word,dictionary_form
Amordazamiento,amordazamiento,,removed_known_word,dictionary_form
Amorfo,amorfo,,removed_known_word,dictionary_form
Amoroso,amoroso,,removed_known_word,dictionary_form
Amortización,amortización,,removed_known_word,dictionary_form
Amoual,amoual,taxcollector.firstname.124.value,kept_neologism,
Amouch,amouch,npc.6887.name,kept_neologism,
Amphaemelo,amphaemelo,object.4779.name,kept_neologism,
Amphigo,amphigo,object.4666.name,kept_neologism,
Amplificación,amplificación,,removed_known_word,dictionary_form
Amplificado,amplificado,,removed_known_word,dictionary_form
Amplificadora,amplificadora,,removed_known_word,dictionary_form
Amplitud,amplitud,,removed_known_word,dictionary_form
Ampolla,ampolla,,removed_known_word,dictionary_form
Amputación,amputación,,removed_known_word,dictionary_form
Amrothilina,amrothilina,object.6518.name,kept_neologism,
Amublop,amublop,object.9149.name | object.9150.name | object.9151.name | object.9152.name | object.9153.name | object.9154.name | object.9155.name | object.9156.name | object.9157.name,kept_neologism,
Amufafah,amufafah,object.8880.name,kept_neologism,
Amukwak,amukwak,object.2424.name | object.6731.name | object.6746.name | object.6747.name,kept_neologism,
Amulata,amulata,object.1477.name,kept_neologism,
Amuletal,amuletal,object.18779.name,kept_neologism,
Amuletargo,amuletargo,object.4381.name,kept_neologism,
Amuleto,amuleto,,removed_known_word,dictionary_form
Amuletong,amuletong,object.12754.name,kept_neologism,
Amuletos,amuletos,,removed_known_word,dictionary_form
Amuletro,amuletro,object.24022.name,kept_neologism,
Amuliesito,amuliesito,object.13459.name | object.13463.name,kept_neologism,
Amulular,amulular,object.14929.name,kept_neologism,
Amunito,amunito,object.9463.name,kept_neologism,
Amurlet,amurlet,object.12237.name | object.12238.name,kept_neologism,
Amuza,amuza,npc.2512.name,kept_neologism,
Amy,amy,npc.3893.name,kept_neologism,
Amígdalas,amígdalas,,removed_known_word,dictionary_form
Amón,amón,"monster.4843.name, npc.3788.name",kept_neologism,
Ana,ana,,removed_known_word,dictionary_form
Anabolismo,anabolismo,,removed_known_word,dictionary_form
Anacoreta,anacoreta,,removed_known_word,dictionary_form
Anaglifo,anaglifo,,removed_known_word,dictionary_form
Analista,analista,,removed_known_word,dictionary_form
Analizador,analizador,,removed_known_word,dictionary_form
Analís,analís,spell.15910.name,kept_neologism,
Anamorfosis,anamorfosis,spell.1407.name,kept_neologism,
Anaranjado,anaranjado,,removed_known_word,dictionary_form
Anarquista,anarquista,,removed_known_word,dictionary_form
Anataké,anataké,npc.5607.name,kept_neologism,
Anatema,anatema,,removed_known_word,dictionary_form
Anatole,anatole,taxcollector.firstname.134.value,kept_neologism,
Anawquía,anawquía,spell.12403.name,kept_neologism,
Anca,anca,,removed_known_word,dictionary_form
Ancefálica,ancefálica,object.7213.name,kept_neologism,
Ancestral,ancestral,,removed_known_word,dictionary_form
Ancestros,ancestros,,removed_known_word,dictionary_form
Ancestrotek,ancestrotek,npc.1737.name | quest.1341.name,kept_neologism,
Anciago,anciago,npc.2424.name,kept_neologism,
Anciano,anciano,,removed_known_word,dictionary_form
Ancianos,ancianos,,removed_known_word,dictionary_form
Ancla,ancla,,removed_known_word,dictionary_form
Anclada,anclada,,removed_known_word,dictionary_form
Anclaje,anclaje,,removed_known_word,dictionary_form
Anclanaje,anclanaje,npc.3252.name | npc.3322.name,kept_neologism,
Anclazo,anclazo,spell.2593.name,kept_neologism,
Anda,anda,,removed_known_word,dictionary_form
Andador,andador,,removed_known_word,dictionary_form
Andaduras,andaduras,,removed_known_word,dictionary_form
Andan,andan,,removed_known_word,dictionary_form
Andesita,andesita,,removed_known_word,dictionary_form
Androfobia,androfobia,spell.4101.name,kept_neologism,
André,andré,"monster.7287.name, npc.6840.name, object.27649.name | npc.2004.name | npc.4449.name | npc.7285.name",kept_neologism,
Andrés,andrés,,removed_known_word,dictionary_form
Andrófobo,andrófobo,state.179.name,kept_neologism,
Andróivoro,andróivoro,spell.27238.name,kept_neologism,
Anduve,anduve,,removed_known_word,dictionary_form
Andy,andy,"achievement.5103.name, achievement.objective.11060.name, companion.36.name, npc.6333.name | achievement.5139.name | object.25411.name",kept_neologism,
Andör,andör,npc.6890.name,kept_neologism,
Anelidón,anelidón,"achievement.1555.name, achievement.objective.4952.name, dungeon.102.name, guild.mission.331.name, hint.3397.name, map.name.175902212.name, map.name.205916180.name, progression.card.225.name, world.subarea.880.name | achievement.1556.name, achievement.objective.4949.name | achievement.1557.name, achievement.objective.4950.name | achievement.1558.name, achievement.objective.4951.name | achievement.1776.name, achievement.1874.name, achievement.2376.name, achievement.2738.name, achievement.2854.name, achievement.objective.4937.name, achievement.objective.4939.name, achievement.objective.4941.name, achievement.objective.4943.name, achievement.objective.4945.name, achievement.objective.4947.name, achievement.objective.5720.name, achievement.objective.5922.name, achievement.objective.6124.name, achievement.objective.7057.name, achievement.objective.17104.name, achievement.objective.17285.name, achievement.objective.17290.name, achievement.objective.17349.name, monster.4726.name | achievement.6221.name, achievement.objective.13742.name, achievement.objective.13931.name, spell.pair.741.name | achievement.8493.name | achievement.8650.name | achievement.objective.17299.name | achievement.objective.4954.name | achievement.objective.7869.name, achievement.objective.8281.name | achievement.objective.7871.name, achievement.objective.8549.name | achievement.objective.8283.name | alteration.712.name | map.name.175899136.name | map.name.175899140.name | map.name.175900160.name | map.name.175900164.name | map.name.175901184.name | map.name.175901188.name | map.name.175902208.name | map.name.175903232.name | map.name.176030208.name | map.name.176030212.name | object.18552.name | object.18568.name | object.19938.name | object.28644.name | object.31144.name | object.31264.name | object.set.427.name | spell.11117.name, spell.11118.name, spell.pair.350.name | spell.11122.name, spell.11123.name, spell.11302.name, spell.pair.351.name | spell.11125.name, spell.11127.name, spell.11303.name, spell.11304.name, spell.pair.355.name | spell.31820.name, spell.pair.872.name | world.event.195.name",kept_neologism,
Anemia,anemia,,removed_known_word,dictionary_form
Anemó,anemó,npc.4360.name,kept_neologism,
