game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases
WAKFU,es,Cacsesino,cacsesino,tb_only,tb_filtered_base,True,True,False,False,False,Cacsesino,,,,,kept_neologism,,,
WAKFU,es,cactchís,cactchís,tb_only,tb_filtered_base,True,True,False,False,False,cactchís,,,,,kept_neologism,,,
WAKFU,es,Cactchís,cactchís,tb_only,tb_filtered_base,True,True,False,False,False,Cactchís,,,,,kept_neologism,,,
WAKFU,es,Cactelmo,cactelmo,tb_only,tb_filtered_base,True,True,False,False,False,Cactelmo,,,,,kept_neologism,,,
WAKFU,es,cactelmo,cactelmo,tb_only,tb_filtered_base,True,True,False,False,False,cactelmo,,,,,kept_neologism,,,
WAKFU,es,cacterra,cacterra,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Cacterro | cacterra | cacterro,S,,S,S,kept_neologism,,Cacterro:G:2/2 ; Cacterro:S:1/1 ; cacterra:S:1/1 ; cacterro:G:2/2 ; cacterro:S:1/1,Cacterro | cacterro
WAKFU,es,Cacterra,cacterra,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Cacterra | Cacterro | cacterro,S,,S,S,kept_neologism,,Cacterra:S:1/1 ; Cacterro:G:2/2 ; Cacterro:S:1/1 ; cacterro:G:2/2 ; cacterro:S:1/1,Cacterro | cacterro
WAKFU,es,cacterrario,cacterrario,tb_only,tb_filtered_base,True,True,False,False,False,cacterrario,,,,,kept_neologism,,,
WAKFU,es,Cacterrario,cacterrario,tb_only,tb_filtered_base,True,True,False,False,False,Cacterrario,,,,,kept_neologism,,,
WAKFU,es,cacterricha,cacterricha,tb_only,tb_filtered_base,True,True,False,False,False,cacterricha,,,,,kept_neologism,,,
WAKFU,es,Cacterricha,cacterricha,tb_only,tb_filtered_base,True,True,False,False,False,Cacterricha,,,,,kept_neologism,,,
WAKFU,es,Cacterro,cacterro,tb_only,tb_filtered_base,True,True,False,False,False,Cacterro,G | S,,G | S,G | S,kept_neologism,,Cacterro:G:2/2 ; Cacterro:S:1/1,
WAKFU,es,cacterro,cacterro,tb_only,tb_filtered_base,True,True,False,False,False,cacterro,G | S,,G | S,G | S,kept_neologism,,cacterro:G:2/2 ; cacterro:S:1/1,
WAKFU,es,Cacterrobotas,cacterrobotas,tb_only,tb_filtered_base,True,True,False,False,False,Cacterrobotas,,,,,kept_neologism,,,
WAKFU,es,cacterrobotas,cacterrobotas,tb_only,tb_filtered_base,True,True,False,False,False,cacterrobotas,,,,,kept_neologism,,,
WAKFU,es,cacterrombreras,cacterrombreras,tb_only,tb_filtered_base,True,True,False,False,False,cacterrombreras,,,,,kept_neologism,,,
WAKFU,es,Cacterrombreras,cacterrombreras,tb_only,tb_filtered_base,True,True,False,False,False,Cacterrombreras,,,,,kept_neologism,,,
WAKFU,es,Cactervania,cactervania,tb_only,tb_filtered_base,True,True,False,False,False,Cactervania,,,,,kept_neologism,,,
WAKFU,es,cacteto,cacteto,tb_only,tb_filtered_base,True,True,False,False,False,cacteto,,,,,kept_neologism,,,
WAKFU,es,Cacteto,cacteto,tb_only,tb_filtered_base,True,True,False,False,False,Cacteto,,,,,kept_neologism,,,
WAKFU,es,Cactificación,cactificación,tb_only,tb_filtered_base,True,True,False,False,False,Cactificación,,,,,kept_neologism,,,
WAKFU,es,cactifloro,cactifloro,tb_only,tb_filtered_base,True,True,False,False,False,cactifloro,G | S,,G | S,G | S,kept_neologism,,cactifloro:G:1/2 ; cactifloro:S:1/1,
WAKFU,es,Cactifloro,cactifloro,tb_only,tb_filtered_base,True,True,False,False,False,Cactifloro,G | S,,G | S,G | S,kept_neologism,,Cactifloro:G:1/2 ; Cactifloro:S:1/1,
WAKFU,es,Cactoblongo,cactoblongo,tb_only,tb_filtered_base,True,True,False,False,False,Cactoblongo,S,,S,S,kept_neologism,,Cactoblongo:G:0/2 ; Cactoblongo:S:1/1,
WAKFU,es,cactoblongo,cactoblongo,tb_only,tb_filtered_base,True,True,False,False,False,cactoblongo,S,,S,S,kept_neologism,,cactoblongo:G:0/2 ; cactoblongo:S:1/1,
WAKFU,es,cactoso,cactoso,tb_only,tb_filtered_base,True,True,False,False,False,cactoso,S,,S,S,kept_neologism,,cactoso:G:0/2 ; cactoso:S:1/1,
WAKFU,es,Cactoso,cactoso,tb_only,tb_filtered_base,True,True,False,False,False,Cactoso,S,,S,S,kept_neologism,,Cactoso:G:0/2 ; Cactoso:S:1/1,
WAKFU,es,Cactroche,cactroche,tb_only,tb_filtered_base,True,True,False,False,False,Cactroche,,,,,kept_neologism,,,
WAKFU,es,cactroche,cactroche,tb_only,tb_filtered_base,True,True,False,False,False,cactroche,,,,,kept_neologism,,,
WAKFU,es,Cactrufa,cactrufa,tb_only,tb_filtered_base,True,True,False,False,False,Cactrufa,,,,,kept_neologism,,,
WAKFU,es,cactrufa,cactrufa,tb_only,tb_filtered_base,True,True,False,False,False,cactrufa,,,,,kept_neologism,,,
WAKFU,es,cactugo,cactugo,tb_only,tb_filtered_base,True,True,False,False,False,cactugo,,,,,kept_neologism,,,
WAKFU,es,Cactugo,cactugo,tb_only,tb_filtered_base,True,True,False,False,False,Cactugo,,,,,kept_neologism,,,
WAKFU,es,Cacturado,cacturado,tb_only,tb_filtered_base,True,True,False,False,False,Cacturado,,,,,kept_neologism,,,
WAKFU,es,Caelius,caelius,tb_only,tb_filtered_base,True,True,False,False,False,Caelius,,,,,kept_neologism,,,
WAKFU,es,cajita,cajita,tb_only,tb_filtered_base,True,True,False,False,False,cajita,S,,S,S,kept_neologism,,cajita:S:1/1,
WAKFU,es,Cajita,cajita,tb_only,tb_filtered_base,True,True,False,False,False,Cajita,S,,S,S,kept_neologism,,Cajita:S:1/1,
WAKFU,es,Calabaciflor,calabaciflor,tb_only,tb_filtered_base,True,True,False,False,False,Calabaciflor,,,,,kept_neologism,,,
WAKFU,es,Calabazabaza,calabazabaza,tb_only,tb_filtered_base,True,True,False,False,False,Calabazabaza,,,,,kept_neologism,,,
WAKFU,es,calabazabaza,calabazabaza,tb_only,tb_filtered_base,True,True,False,False,False,calabazabaza,,,,,kept_neologism,,,
WAKFU,es,calabazado,calabazado,tb_only,tb_filtered_base,True,True,False,False,False,calabazado,,,,,kept_neologism,,,
WAKFU,es,Calabazado,calabazado,tb_only,tb_filtered_base,True,True,False,False,False,Calabazado,,,,,kept_neologism,,,
WAKFU,es,Calawacilla,calawacilla,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Calawacilla | Calawaza | calawaza,,,,,kept_neologism,,Calawaza:S:1/1 ; calawaza:S:1/1,Calawaza | calawaza
WAKFU,es,calawaza,calawaza,tb_only,tb_filtered_base,True,True,False,False,False,calawaza,S,,S,S,kept_neologism,,calawaza:S:1/1,
WAKFU,es,Calawaza,calawaza,tb_only,tb_filtered_base,True,True,False,False,False,Calawaza,S,,S,S,kept_neologism,,Calawaza:S:1/1,
WAKFU,es,calawazado,calawazado,tb_only,tb_filtered_base,True,True,False,False,False,calawazado,S,,S,S,kept_neologism,,calawazado:G:0/2 ; calawazado:S:1/1,
WAKFU,es,Calawazadow,calawazadow,tb_only,tb_filtered_base,True,True,False,False,False,Calawazadow,S,,S,S,kept_neologism,,Calawazadow:S:1/1,
WAKFU,es,Calawazadowa,calawazadowa,corpus_only,corpus_ghost_form,False,False,False,True,False,Calawazadow,,,,,,,Calawazadow:S:1/1,Calawazadow
WAKFU,es,calawazadows,calawazadows,corpus_only,corpus_aff_form,False,False,True,False,False,Calawazadow,,,,,,,Calawazadow:S:1/1,Calawazadow
WAKFU,es,Calcificante,calcificante,tb_only,tb_filtered_base,True,True,False,False,False,Calcificante,,,,,kept_neologism,,,
WAKFU,es,Calcinante,calcinante,tb_only,tb_filtered_base,True,True,False,False,False,Calcinante,,,,,kept_neologism,,,
WAKFU,es,Calentillo,calentillo,tb_only,tb_filtered_base,True,True,False,False,False,Calentillo,,,,,kept_neologism,,,
WAKFU,es,calentillo,calentillo,tb_only,tb_filtered_base,True,True,False,False,False,calentillo,,,,,kept_neologism,,,
WAKFU,es,Caleole,caleole,tb_only,tb_filtered_base,True,True,False,False,False,Caleole,,,,,kept_neologism,,,
WAKFU,es,Calimerhuevo,calimerhuevo,tb_only,tb_filtered_base,True,True,False,False,False,Calimerhuevo,,,,,kept_neologism,,,
WAKFU,es,calimerhuevo,calimerhuevo,tb_only,tb_filtered_base,True,True,False,False,False,calimerhuevo,,,,,kept_neologism,,,
WAKFU,es,camalehombre,camalehombre,tb_only,tb_filtered_base,True,True,False,False,False,camalehombre,,,,,kept_neologism,,,
WAKFU,es,Camalehombre,camalehombre,tb_only,tb_filtered_base,True,True,False,False,False,Camalehombre,,,,,kept_neologism,,,
WAKFU,es,Camaleornado,camaleornado,tb_only,tb_filtered_base,True,True,False,False,False,Camaleornado,,,,,kept_neologism,,,
WAKFU,es,camaleónico,camaleónico,tb_only,tb_filtered_base,True,True,False,False,False,camaleónico,,,,,kept_neologism,,,
WAKFU,es,Caminantas,caminantas,tb_only,tb_filtered_base,True,True,False,False,False,Caminantas,,,,,kept_neologism,,,
WAKFU,es,Campanula,campanula,tb_only,tb_filtered_base,True,True,False,False,False,Campanula,,,,,kept_neologism,,,
WAKFU,es,Canalizador,canalizador,tb_only,tb_filtered_base,True,True,False,False,False,Canalizador,,,,,kept_neologism,,,
WAKFU,es,cancewígeno,cancewígeno,tb_only,tb_filtered_base,True,True,False,False,False,cancewígeno,,,,,kept_neologism,,,
WAKFU,es,cangrelado,cangrelado,tb_only,tb_filtered_base,True,True,False,False,False,cangrelado,,,,,kept_neologism,,,
WAKFU,es,Cangrenillo,cangrenillo,tb_only,tb_filtered_base,True,True,False,False,False,Cangrenillo,,,,,kept_neologism,,,
WAKFU,es,cangrenillo,cangrenillo,tb_only,tb_filtered_base,True,True,False,False,False,cangrenillo,,,,,kept_neologism,,,
WAKFU,es,Cangrobot,cangrobot,tb_only,tb_filtered_base,True,True,False,False,False,Cangrobot,,,,,kept_neologism,,,
WAKFU,es,cangrobot,cangrobot,tb_only,tb_filtered_base,True,True,False,False,False,cangrobot,,,,,kept_neologism,,,
WAKFU,es,cangrobrak,cangrobrak,tb_only,tb_filtered_base,True,True,False,False,False,cangrobrak,,,,,kept_neologism,,,
WAKFU,es,cangroterra,cangroterra,tb_only,tb_filtered_base,True,True,False,False,False,cangroterra,,,,,kept_neologism,,,
WAKFU,es,cangruevo,cangruevo,tb_only,tb_filtered_base,True,True,False,False,False,cangruevo,,,,,kept_neologism,,,
WAKFU,es,Cangwalaga,cangwalaga,tb_only,tb_filtered_base,True,True,False,False,False,Cangwalaga,,,,,kept_neologism,,,
WAKFU,es,Cangwapazón,cangwapazón,tb_only,tb_filtered_base,True,True,False,False,False,Cangwapazón,,,,,kept_neologism,,,
WAKFU,es,cangwapazón,cangwapazón,tb_only,tb_filtered_base,True,True,False,False,False,cangwapazón,,,,,kept_neologism,,,
WAKFU,es,Cangwapoyo,cangwapoyo,tb_only,tb_filtered_base,True,True,False,False,False,Cangwapoyo,,,,,kept_neologism,,,
WAKFU,es,Cangwejicha,cangwejicha,tb_only,tb_filtered_base,True,True,False,False,False,Cangwejicha,,,,,kept_neologism,,,
WAKFU,es,cangwejicha,cangwejicha,tb_only,tb_filtered_base,True,True,False,False,False,cangwejicha,,,,,kept_neologism,,,
WAKFU,es,cangwejil,cangwejil,tb_only,tb_filtered_base,True,True,False,False,False,cangwejil,,,,,kept_neologism,,,
WAKFU,es,Cangwejil,cangwejil,tb_only,tb_filtered_base,True,True,False,False,False,Cangwejil,,,,,kept_neologism,,,
WAKFU,es,cangwejo,cangwejo,tb_only,tb_filtered_base,True,True,False,False,False,cangwejo,S,,S,S,kept_neologism,,cangwejo:G:0/2 ; cangwejo:S:1/1,
WAKFU,es,Cangwejo,cangwejo,tb_only,tb_filtered_base,True,True,False,False,False,Cangwejo,S,,S,S,kept_neologism,,Cangwejo:G:0/2 ; Cangwejo:S:1/1,
WAKFU,es,cangwejotas,cangwejotas,tb_only,tb_filtered_base,True,True,False,False,False,cangwejotas,,,,,kept_neologism,,,
WAKFU,es,Cangwejotas,cangwejotas,tb_only,tb_filtered_base,True,True,False,False,False,Cangwejotas,,,,,kept_neologism,,,
WAKFU,es,Cangwepillazo,cangwepillazo,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Cangwepillazo | Cangwepillo | cangwepillo,,,,,kept_neologism,,Cangwepillo:G:0/2 ; Cangwepillo:S:0/1 ; cangwepillo:G:0/2 ; cangwepillo:S:0/1,Cangwepillo | cangwepillo
WAKFU,es,cangwepillo,cangwepillo,tb_only,tb_filtered_base,True,True,False,False,False,cangwepillo,,,,,kept_neologism,,cangwepillo:G:0/2 ; cangwepillo:S:0/1,
WAKFU,es,Cangwepillo,cangwepillo,tb_only,tb_filtered_base,True,True,False,False,False,Cangwepillo,,,,,kept_neologism,,Cangwepillo:G:0/2 ; Cangwepillo:S:0/1,
WAKFU,es,Cangwinto,cangwinto,tb_only,tb_filtered_base,True,True,False,False,False,Cangwinto,,,,,kept_neologism,,,
WAKFU,es,cangwinto,cangwinto,tb_only,tb_filtered_base,True,True,False,False,False,cangwinto,,,,,kept_neologism,,,
WAKFU,es,Cangwombreras,cangwombreras,tb_only,tb_filtered_base,True,True,False,False,False,Cangwombreras,,,,,kept_neologism,,,
WAKFU,es,cangwombreras,cangwombreras,tb_only,tb_filtered_base,True,True,False,False,False,cangwombreras,,,,,kept_neologism,,,
WAKFU,es,Cania,cania,tb_only,tb_filtered_base,True,True,False,False,False,Cania,,,,,kept_neologism,,,
WAKFU,es,caniofaro,caniofaro,tb_only,tb_filtered_base,True,True,False,False,False,caniofaro,S,,S,S,kept_neologism,,caniofaro:G:0/2 ; caniofaro:S:1/1,
WAKFU,es,Caniofaro,caniofaro,tb_only,tb_filtered_base,True,True,False,False,False,Caniofaro,S,,S,S,kept_neologism,,Caniofaro:G:0/2 ; Caniofaro:S:1/1,
WAKFU,es,canopea,canopea,tb_only,tb_filtered_base,True,True,False,False,False,canopea,,,,,kept_neologism,,,
WAKFU,es,Canozzi,canozzi,tb_only,tb_filtered_base,True,True,False,False,False,Canozzi,,,,,kept_neologism,,,
WAKFU,es,Cantarines,cantarines,tb_and_corpus,corpus_aff_form | tb_filtered_base,True,True,True,False,False,Cantarines | cantarín,,,,,kept_neologism,,cantarín:G:1/2 ; cantarín:S:1/1,cantarín
WAKFU,es,cantarín,cantarín,tb_only,tb_filtered_base,True,True,False,False,False,cantarín,G | S,,G | S,G | S,kept_neologism,,cantarín:G:1/2 ; cantarín:S:1/1,
WAKFU,es,Cantim,cantim,tb_only,tb_filtered_base,True,True,False,False,False,Cantim,,,,,kept_neologism,,,
WAKFU,es,cap'ulox,cap'ulox,tb_only,tb_filtered_base,True,True,False,False,False,cap'ulox,,,,,kept_neologism,,,
WAKFU,es,capaces,capaces,corpus_only,corpus_aff_form,False,False,True,False,False,Capazar | capazar,,,,,,,Capazar:G:0/2 ; Capazar:S:0/1 ; capazar:G:0/2 ; capazar:S:0/1,Capazar | capazar
WAKFU,es,Capaces,capaces,corpus_only,corpus_aff_form,False,False,True,False,False,Capazar | capazar,,,,,,,Capazar:G:0/2 ; Capazar:S:0/1 ; capazar:G:0/2 ; capazar:S:0/1,Capazar | capazar
WAKFU,es,Capacterro,capacterro,tb_only,tb_filtered_base,True,True,False,False,False,Capacterro,,,,,kept_neologism,,,
WAKFU,es,capacterro,capacterro,tb_only,tb_filtered_base,True,True,False,False,False,capacterro,,,,,kept_neologism,,,
WAKFU,es,capactualidad,capactualidad,tb_only,tb_filtered_base,True,True,False,False,False,capactualidad,,,,,kept_neologism,,,
WAKFU,es,Capactualidad,capactualidad,tb_only,tb_filtered_base,True,True,False,False,False,Capactualidad,,,,,kept_neologism,,,
WAKFU,es,capadmirable,capadmirable,tb_only,tb_filtered_base,True,True,False,False,False,capadmirable,,,,,kept_neologism,,,
WAKFU,es,Capadmirable,capadmirable,tb_only,tb_filtered_base,True,True,False,False,False,Capadmirable,,,,,kept_neologism,,,
WAKFU,es,Capaja,capaja,tb_only,tb_filtered_base,True,True,False,False,False,Capaja,,,,,kept_neologism,,,
WAKFU,es,capaja,capaja,tb_only,tb_filtered_base,True,True,False,False,False,capaja,,,,,kept_neologism,,,
WAKFU,es,Capalan,capalan,tb_only,tb_filtered_base,True,True,False,False,False,Capalan,,,,,kept_neologism,,,
WAKFU,es,Capalitos,capalitos,tb_only,tb_filtered_base,True,True,False,False,False,Capalitos,,,,,kept_neologism,,,
WAKFU,es,Capanahowia,capanahowia,tb_only,tb_filtered_base,True,True,False,False,False,Capanahowia,,,,,kept_neologism,,,
WAKFU,es,capanahowia,capanahowia,tb_only,tb_filtered_base,True,True,False,False,False,capanahowia,,,,,kept_neologism,,,
WAKFU,es,Capangwejo,capangwejo,tb_only,tb_filtered_base,True,True,False,False,False,Capangwejo,,,,,kept_neologism,,,
WAKFU,es,capangwejo,capangwejo,tb_only,tb_filtered_base,True,True,False,False,False,capangwejo,,,,,kept_neologism,,,
WAKFU,es,Capankama,capankama,tb_only,tb_filtered_base,True,True,False,False,False,Capankama,,,,,kept_neologism,,,
WAKFU,es,capankama,capankama,tb_only,tb_filtered_base,True,True,False,False,False,capankama,,,,,kept_neologism,,,
WAKFU,es,capanvoltorio,capanvoltorio,tb_only,tb_filtered_base,True,True,False,False,False,capanvoltorio,,,,,kept_neologism,,,
WAKFU,es,Capanvoltorio,capanvoltorio,tb_only,tb_filtered_base,True,True,False,False,False,Capanvoltorio,,,,,kept_neologism,,,
WAKFU,es,Capapafrita,capapafrita,tb_only,tb_filtered_base,True,True,False,False,False,Capapafrita,,,,,kept_neologism,,,
WAKFU,es,capapafrita,capapafrita,tb_only,tb_filtered_base,True,True,False,False,False,capapafrita,,,,,kept_neologism,,,
WAKFU,es,Capapinxo,capapinxo,tb_only,tb_filtered_base,True,True,False,False,False,Capapinxo,,,,,kept_neologism,,,
WAKFU,es,capapinxo,capapinxo,tb_only,tb_filtered_base,True,True,False,False,False,capapinxo,,,,,kept_neologism,,,
WAKFU,es,caparagolpiza,caparagolpiza,tb_only,tb_filtered_base,True,True,False,False,False,caparagolpiza,,,,,kept_neologism,,,
WAKFU,es,Caparagolpiza,caparagolpiza,tb_only,tb_filtered_base,True,True,False,False,False,Caparagolpiza,,,,,kept_neologism,,,
WAKFU,es,caparpetua,caparpetua,tb_only,tb_filtered_base,True,True,False,False,False,caparpetua,,,,,kept_neologism,,,
WAKFU,es,Caparpetua,caparpetua,tb_only,tb_filtered_base,True,True,False,False,False,Caparpetua,,,,,kept_neologism,,,
WAKFU,es,Caparrabias,caparrabias,tb_only,tb_filtered_base,True,True,False,False,False,Caparrabias,,,,,kept_neologism,,,
WAKFU,es,caparrabias,caparrabias,tb_only,tb_filtered_base,True,True,False,False,False,caparrabias,,,,,kept_neologism,,,
WAKFU,es,caparrabo,caparrabo,tb_only,tb_filtered_base,True,True,False,False,False,caparrabo,,,,,kept_neologism,,,
WAKFU,es,Caparrabo,caparrabo,tb_only,tb_filtered_base,True,True,False,False,False,Caparrabo,,,,,kept_neologism,,,
WAKFU,es,capasada,capasada,tb_only,tb_filtered_base,True,True,False,False,False,capasada,,,,,kept_neologism,,,
WAKFU,es,Capasada,capasada,tb_only,tb_filtered_base,True,True,False,False,False,Capasada,,,,,kept_neologism,,,
WAKFU,es,capasauna,capasauna,tb_only,tb_filtered_base,True,True,False,False,False,capasauna,,,,,kept_neologism,,,
WAKFU,es,Capasauna,capasauna,tb_only,tb_filtered_base,True,True,False,False,False,Capasauna,,,,,kept_neologism,,,
WAKFU,es,Capasonesto,capasonesto,tb_only,tb_filtered_base,True,True,False,False,False,Capasonesto,,,,,kept_neologism,,,
WAKFU,es,capasonesto,capasonesto,tb_only,tb_filtered_base,True,True,False,False,False,capasonesto,,,,,kept_neologism,,,
WAKFU,es,Capatroz,capatroz,tb_only,tb_filtered_base,True,True,False,False,False,Capatroz,,,,,kept_neologism,,,
WAKFU,es,capatroz,capatroz,tb_only,tb_filtered_base,True,True,False,False,False,capatroz,,,,,kept_neologism,,,
WAKFU,es,Capaxplosiva,capaxplosiva,tb_only,tb_filtered_base,True,True,False,False,False,Capaxplosiva,,,,,kept_neologism,,,
WAKFU,es,capaxplosiva,capaxplosiva,tb_only,tb_filtered_base,True,True,False,False,False,capaxplosiva,,,,,kept_neologism,,,
WAKFU,es,capazar,capazar,tb_only,tb_filtered_base,True,True,False,False,False,capazar,,,,,kept_neologism,,capazar:G:0/2 ; capazar:S:0/1,
WAKFU,es,Capazar,capazar,tb_only,tb_filtered_base,True,True,False,False,False,Capazar,,,,,kept_neologism,,Capazar:G:0/2 ; Capazar:S:0/1,
WAKFU,es,capelada,capelada,tb_only,tb_filtered_base,True,True,False,False,False,capelada,,,,,kept_neologism,,,
WAKFU,es,Capelada,capelada,tb_only,tb_filtered_base,True,True,False,False,False,Capelada,,,,,kept_neologism,,,
WAKFU,es,Capenosa,capenosa,tb_only,tb_filtered_base,True,True,False,False,False,Capenosa,,,,,kept_neologism,,,
WAKFU,es,capenosa,capenosa,tb_only,tb_filtered_base,True,True,False,False,False,capenosa,,,,,kept_neologism,,,
WAKFU,es,Caperforada,caperforada,tb_only,tb_filtered_base,True,True,False,False,False,Caperforada,,,,,kept_neologism,,,
WAKFU,es,caperforada,caperforada,tb_only,tb_filtered_base,True,True,False,False,False,caperforada,,,,,kept_neologism,,,
WAKFU,es,Caperluca,caperluca,tb_only,tb_filtered_base,True,True,False,False,False,Caperluca,,,,,kept_neologism,,,
WAKFU,es,caperluca,caperluca,tb_only,tb_filtered_base,True,True,False,False,False,caperluca,,,,,kept_neologism,,,
WAKFU,es,Capestandarte,capestandarte,tb_only,tb_filtered_base,True,True,False,False,False,Capestandarte,,,,,kept_neologism,,,
WAKFU,es,capestandarte,capestandarte,tb_only,tb_filtered_base,True,True,False,False,False,capestandarte,,,,,kept_neologism,,,
WAKFU,es,capestruz,capestruz,tb_only,tb_filtered_base,True,True,False,False,False,capestruz,,,,,kept_neologism,,,
WAKFU,es,Capestruz,capestruz,tb_only,tb_filtered_base,True,True,False,False,False,Capestruz,,,,,kept_neologism,,,
WAKFU,es,capex,capex,tb_only,tb_filtered_base,True,True,False,False,False,capex,,,,,kept_neologism,,,
WAKFU,es,Capex,capex,tb_only,tb_filtered_base,True,True,False,False,False,Capex,,,,,kept_neologism,,,
WAKFU,es,capi,capi,tb_only,tb_filtered_base,True,True,False,False,False,capi,,,,,kept_neologism,,,
WAKFU,es,Capila,capila,tb_only,tb_filtered_base,True,True,False,False,False,Capila,,,,,kept_neologism,,,
WAKFU,es,capila,capila,tb_only,tb_filtered_base,True,True,False,False,False,capila,,,,,kept_neologism,,,
WAKFU,es,capilarante,capilarante,tb_only,tb_filtered_base,True,True,False,False,False,capilarante,,,,,kept_neologism,,,
WAKFU,es,Capilarante,capilarante,tb_only,tb_filtered_base,True,True,False,False,False,Capilarante,,,,,kept_neologism,,,
WAKFU,es,capinaut,capinaut,tb_only,tb_filtered_base,True,True,False,False,False,capinaut,,,,,kept_neologism,,,
WAKFU,es,Capinaut,capinaut,tb_only,tb_filtered_base,True,True,False,False,False,Capinaut,,,,,kept_neologism,,,
WAKFU,es,Capiotín,capiotín,tb_only,tb_filtered_base,True,True,False,False,False,Capiotín,,,,,kept_neologism,,,
WAKFU,es,capiotín,capiotín,tb_only,tb_filtered_base,True,True,False,False,False,capiotín,,,,,kept_neologism,,,
WAKFU,es,Capluma,capluma,tb_only,tb_filtered_base,True,True,False,False,False,Capluma,,,,,kept_neologism,,,
WAKFU,es,capluma,capluma,tb_only,tb_filtered_base,True,True,False,False,False,capluma,,,,,kept_neologism,,,
WAKFU,es,capoché,capoché,tb_only,tb_filtered_base,True,True,False,False,False,capoché,,,,,kept_neologism,,,
WAKFU,es,Capoché,capoché,tb_only,tb_filtered_base,True,True,False,False,False,Capoché,,,,,kept_neologism,,,
WAKFU,es,Capoplejía,capoplejía,tb_only,tb_filtered_base,True,True,False,False,False,Capoplejía,,,,,kept_neologism,,,
WAKFU,es,capoplejía,capoplejía,tb_only,tb_filtered_base,True,True,False,False,False,capoplejía,,,,,kept_neologism,,,
WAKFU,es,caporizador,caporizador,tb_only,tb_filtered_base,True,True,False,False,False,caporizador,,,,,kept_neologism,,,
WAKFU,es,Caporizador,caporizador,tb_only,tb_filtered_base,True,True,False,False,False,Caporizador,,,,,kept_neologism,,,
WAKFU,es,Caporrazo,caporrazo,tb_only,tb_filtered_base,True,True,False,False,False,Caporrazo,,,,,kept_neologism,,,
WAKFU,es,Captavius,captavius,tb_only,tb_filtered_base,True,True,False,False,False,Captavius,,,,,kept_neologism,,,
WAKFU,es,captavius,captavius,tb_only,tb_filtered_base,True,True,False,False,False,captavius,,,,,kept_neologism,,,
WAKFU,es,Capuchada,capuchada,tb_only,tb_filtered_base,True,True,False,False,False,Capuchada,,,,,kept_neologism,,Capuchada:S:0/1,
WAKFU,es,capuchema,capuchema,tb_only,tb_filtered_base,True,True,False,False,False,capuchema,,,,,kept_neologism,,,
WAKFU,es,Capuchema,capuchema,tb_only,tb_filtered_base,True,True,False,False,False,Capuchema,,,,,kept_neologism,,,
WAKFU,es,capuchimbita,capuchimbita,tb_only,tb_filtered_base,True,True,False,False,False,capuchimbita,,,,,kept_neologism,,,
WAKFU,es,Capuchimbita,capuchimbita,tb_only,tb_filtered_base,True,True,False,False,False,Capuchimbita,,,,,kept_neologism,,,
WAKFU,es,capuela,capuela,tb_only,tb_filtered_base,True,True,False,False,False,capuela,,,,,kept_neologism,,,
WAKFU,es,Capuela,capuela,tb_only,tb_filtered_base,True,True,False,False,False,Capuela,,,,,kept_neologism,,,
WAKFU,es,capuntar,capuntar,tb_only,tb_filtered_base,True,True,False,False,False,capuntar,,,,,kept_neologism,,,
WAKFU,es,Capuntar,capuntar,tb_only,tb_filtered_base,True,True,False,False,False,Capuntar,,,,,kept_neologism,,,
WAKFU,es,capushima,capushima,tb_only,tb_filtered_base,True,True,False,False,False,capushima,,,,,kept_neologism,,,
WAKFU,es,Capushima,capushima,tb_only,tb_filtered_base,True,True,False,False,False,Capushima,,,,,kept_neologism,,,
WAKFU,es,Capusilánime,capusilánime,tb_only,tb_filtered_base,True,True,False,False,False,Capusilánime,,,,,kept_neologism,,,
WAKFU,es,Capwicho,capwicho,tb_only,tb_filtered_base,True,True,False,False,False,Capwicho,,,,,kept_neologism,,,
WAKFU,es,capío,capío,tb_only,tb_filtered_base,True,True,False,False,False,capío,,,,,kept_neologism,,,
WAKFU,es,Capío,capío,tb_only,tb_filtered_base,True,True,False,False,False,Capío,,,,,kept_neologism,,,
WAKFU,es,Cara-a-cara,cara-a-cara,tb_only,tb_filtered_base,True,True,False,False,False,Cara-a-cara,,,,,kept_neologism,,,
WAKFU,es,Caracascola,caracascola,tb_only,tb_filtered_base,True,True,False,False,False,Caracascola,,,,,kept_neologism,,,
WAKFU,es,caracascola,caracascola,tb_only,tb_filtered_base,True,True,False,False,False,caracascola,,,,,kept_neologism,,,
WAKFU,es,Caramelito,caramelito,tb_only,tb_filtered_base,True,True,False,False,False,Caramelito,,,,,kept_neologism,,,
WAKFU,es,caramelito,caramelito,tb_only,tb_filtered_base,True,True,False,False,False,caramelito,,,,,kept_neologism,,,
WAKFU,es,Cardominador,cardominador,tb_only,tb_filtered_base,True,True,False,False,False,Cardominador,,,,,kept_neologism,,,
